driver_id,driver_name,city,total_rides,total_earnings,avg_fare_per_ride,total_hours_online,rides_per_hour
D216,Driver_216,Bangalore,20,2534.08,126.7,160.0,0.13
D1351,Driver_1351,Mumbai,24,2059.5,85.81,216.0,0.11
D1246,Driver_1246,Bangalore,5,768.2,153.64,50.0,0.1
D1844,Driver_1844,Mumbai,27,2384.1,88.3,171.0,0.16
D4649,Driver_4649,Bangalore,21,3036.12,144.58,175.0,0.12
D4202,Driver_4202,Mumbai,32,4193.4,131.04,240.0,0.13
D2210,Driver_2210,Delhi,16,537.0,33.56,104.0,0.15
D4553,Driver_4553,Delhi,55,2750.5,50.01,341.0,0.16
D2403,Driver_2403,Chennai,24,1547.04,64.46,162.0,0.15
D2482,Driver_2482,Mumbai,36,1734.24,48.17,162.0,0.22
D4616,Driver_4616,Delhi,32,2718.04,84.94,192.0,0.17
D1757,Driver_1757,Hyderabad,40,1472.04,36.8,280.0,0.14
D499,Driver_499,Chennai,26,3249.14,124.97,221.0,0.12
D635,Driver_635,Chennai,28,3932.84,140.46,217.0,0.13
D2335,Driver_2335,Hyderabad,36,2134.53,59.29,288.0,0.13
D4789,Driver_4789,Hyderabad,36,2693.52,74.82,234.0,0.15
D3800,Driver_3800,Hyderabad,10,1345.74,134.57,90.0,0.11
D2566,Driver_2566,Hyderabad,27,2031.0,75.22,198.0,0.14
D590,Driver_590,Bangalore,84,12924.24,153.86,552.0,0.15
D3888,Driver_3888,Chennai,30,3963.69,132.12,180.0,0.17
D872,Driver_872,Delhi,44,4349.28,98.85,374.0,0.12
D3915,Driver_3915,Bangalore,54,10431.96,193.18,414.0,0.13
D3910,Driver_3910,Chennai,6,270.36,45.06,36.0,0.17
D3950,Driver_3950,Mumbai,39,2228.04,57.13,221.0,0.18
D4680,Driver_4680,Chennai,50,5491.85,109.84,380.0,0.13
D4070,Driver_4070,Bangalore,12,1747.04,145.59,96.0,0.13
D2664,Driver_2664,Delhi,26,1467.6,56.45,130.0,0.2
D2202,Driver_2202,Hyderabad,32,2562.44,80.08,256.0,0.13
D1966,Driver_1966,Mumbai,16,1076.4,67.28,120.0,0.13
D4900,Driver_4900,Bangalore,33,3355.86,101.69,231.0,0.14
D3567,Driver_3567,Delhi,40,1266.0,31.65,304.0,0.13
D1184,Driver_1184,Mumbai,72,5559.6,77.22,612.0,0.12
D3296,Driver_3296,Bangalore,44,7181.6,163.22,330.0,0.13
D4165,Driver_4165,Delhi,12,618.6,51.55,90.0,0.13
D3760,Driver_3760,Hyderabad,28,1934.5,69.09,168.0,0.17
D1138,Driver_1138,Mumbai,50,3390.0,67.8,230.0,0.22
D167,Driver_167,Delhi,39,2489.76,63.84,286.0,0.14
D501,Driver_501,Mumbai,60,4662.0,77.7,435.0,0.14
D1710,Driver_1710,Hyderabad,22,1856.12,84.37,165.0,0.13
D3796,Driver_3796,Hyderabad,40,2809.2,70.23,270.0,0.15
D2651,Driver_2651,Mumbai,30,1105.8,36.86,234.0,0.13
D3836,Driver_3836,Mumbai,50,2080.8,41.62,330.0,0.15
D1052,Driver_1052,Bangalore,28,2074.16,74.08,182.0,0.15
D1635,Driver_1635,Mumbai,24,1937.04,80.71,204.0,0.12
D412,Driver_412,Delhi,18,1468.0,81.56,117.0,0.15
D2634,Driver_2634,Hyderabad,28,2444.36,87.3,231.0,0.12
D3029,Driver_3029,Delhi,20,1103.8,55.19,180.0,0.11
D2608,Driver_2608,Delhi,48,2950.4,61.47,444.0,0.11
D2,Driver_2,Bangalore,13,1802.67,138.67,104.0,0.13
D62,Driver_62,Hyderabad,26,1771.86,68.15,195.0,0.13
D3847,Driver_3847,Chennai,70,9811.2,140.16,500.0,0.14
D4752,Driver_4752,Hyderabad,14,1131.02,80.79,77.0,0.18
D4812,Driver_4812,Hyderabad,65,5183.0,79.74,390.0,0.17
D1430,Driver_1430,Mumbai,15,1285.92,85.73,105.0,0.14
D3676,Driver_3676,Bangalore,99,16604.91,167.73,836.0,0.12
D1418,Driver_1418,Delhi,40,2586.8,64.67,280.0,0.14
D4792,Driver_4792,Delhi,40,1296.0,32.4,320.0,0.13
D755,Driver_755,Mumbai,9,618.6,68.73,54.0,0.17
D2350,Driver_2350,Chennai,13,1139.09,87.62,104.0,0.13
D2381,Driver_2381,Mumbai,9,1130.7,125.63,54.0,0.17
D2643,Driver_2643,Chennai,32,2629.76,82.18,320.0,0.1
D3158,Driver_3158,Mumbai,35,1319.4,37.7,280.0,0.13
D4775,Driver_4775,Delhi,27,1841.58,68.21,207.0,0.13
D187,Driver_187,Mumbai,20,581.76,29.09,165.0,0.12
D2467,Driver_2467,Mumbai,11,897.12,81.56,88.0,0.13
D1675,Driver_1675,Hyderabad,18,1055.22,58.62,162.0,0.11
D4278,Driver_4278,Hyderabad,36,1282.02,35.61,216.0,0.17
D2262,Driver_2262,Hyderabad,39,4411.71,113.12,260.0,0.15
D4573,Driver_4573,Mumbai,32,2978.88,93.09,240.0,0.13
D4237,Driver_4237,Hyderabad,12,905.28,75.44,78.0,0.15
D2662,Driver_2662,Delhi,63,2825.2,44.84,405.0,0.16
D2681,Driver_2681,Delhi,12,754.2,62.85,60.0,0.2
D4329,Driver_4329,Chennai,18,1992.32,110.68,135.0,0.13
D294,Driver_294,Bangalore,36,4091.82,113.66,240.0,0.15
D4871,Driver_4871,Hyderabad,44,2859.76,64.99,330.0,0.13
D967,Driver_967,Bangalore,13,2008.98,154.54,,
D2436,Driver_2436,Delhi,20,1046.5,52.33,110.0,0.18
D4137,Driver_4137,Hyderabad,30,2353.32,78.44,200.0,0.15
D1050,Driver_1050,Chennai,10,333.12,33.31,100.0,0.1
D1312,Driver_1312,Mumbai,24,2927.52,121.98,224.0,0.11
D4282,Driver_4282,Bangalore,22,3594.74,163.4,143.0,0.15
D2715,Driver_2715,Delhi,11,848.5,77.14,88.0,0.13
D3914,Driver_3914,Mumbai,45,3188.25,70.85,333.0,0.14
D973,Driver_973,Chennai,32,3940.96,123.16,256.0,0.13
D1622,Driver_1622,Hyderabad,44,4024.64,91.47,308.0,0.14
D737,Driver_737,Bangalore,12,1107.77,92.31,84.0,0.14
D4417,Driver_4417,Mumbai,10,479.64,47.96,70.0,0.14
D3664,Driver_3664,Mumbai,14,1171.2,83.66,84.0,0.17
D431,Driver_431,Mumbai,52,4974.24,95.66,442.0,0.12
D1764,Driver_1764,Mumbai,12,505.2,42.1,,
D1025,Driver_1025,Chennai,22,3240.84,147.31,209.0,0.11
D929,Driver_929,Bangalore,28,4453.46,159.05,252.0,0.11
D384,Driver_384,Hyderabad,14,1276.96,91.21,126.0,0.11
D3240,Driver_3240,Delhi,24,1345.6,56.07,168.0,0.14
D1474,Driver_1474,Mumbai,60,2772.6,46.21,504.0,0.12
D1310,Driver_1310,Bangalore,22,2872.62,130.57,209.0,0.11
D456,Driver_456,Mumbai,18,1508.4,83.8,135.0,0.13
D977,Driver_977,Bangalore,12,1419.15,118.26,88.0,0.14
D4804,Driver_4804,Bangalore,56,6985.48,124.74,420.0,0.13
D4981,Driver_4981,Delhi,6,178.8,29.8,60.0,0.1
D4514,Driver_4514,Chennai,10,1173.51,117.35,,
D4626,Driver_4626,Delhi,72,5358.6,74.43,552.0,0.13
D31,Driver_31,Chennai,20,2819.06,140.95,150.0,0.13
D128,Driver_128,Chennai,72,7099.32,98.6,552.0,0.13
D77,Driver_77,Hyderabad,39,4209.9,107.95,325.0,0.12
D926,Driver_926,Chennai,22,2407.74,109.44,165.0,0.13
D3005,Driver_3005,Bangalore,14,922.08,65.86,84.0,0.17
D4827,Driver_4827,Delhi,28,1297.2,46.33,231.0,0.12
D947,Driver_947,Mumbai,30,3358.35,111.95,200.0,0.15
D1721,Driver_1721,Hyderabad,30,2635.83,87.86,290.0,0.1
D2065,Driver_2065,Bangalore,50,6458.55,129.17,290.0,0.17
D2438,Driver_2438,Chennai,40,4833.24,120.83,360.0,0.11
D1660,Driver_1660,Bangalore,40,6307.2,157.68,360.0,0.11
D3870,Driver_3870,Chennai,10,1269.6,126.96,100.0,0.1
D988,Driver_988,Bangalore,63,10579.5,167.93,413.0,0.15
D3457,Driver_3457,Hyderabad,44,3796.4,86.28,198.0,0.22
D3709,Driver_3709,Chennai,38,4796.8,126.23,323.0,0.12
D1919,Driver_1919,Chennai,33,4031.91,122.18,275.0,0.12
D177,Driver_177,Chennai,40,3298.88,82.47,340.0,0.12
D189,Driver_189,Mumbai,33,2201.85,66.72,297.0,0.11
D278,Driver_278,Mumbai,39,2761.2,70.8,208.0,0.19
D3207,Driver_3207,Bangalore,14,1233.46,88.1,140.0,0.1
D4155,Driver_4155,Delhi,30,1817.1,60.57,120.0,0.25
D3823,Driver_3823,Bangalore,16,2983.7,186.48,88.0,0.18
D4873,Driver_4873,Delhi,14,696.6,49.76,112.0,0.13
D3091,Driver_3091,Bangalore,24,1789.47,74.56,144.0,0.17
D2248,Driver_2248,Mumbai,50,1251.6,25.03,390.0,0.13
D4548,Driver_4548,Delhi,8,561.5,70.19,32.0,0.25
D612,Driver_612,Delhi,48,2846.1,59.29,480.0,0.1
D3304,Driver_3304,Chennai,33,6093.54,184.65,264.0,0.13
D1158,Driver_1158,Chennai,45,4877.05,108.38,342.0,0.13
D3637,Driver_3637,Mumbai,24,1790.7,74.61,180.0,0.13
D4095,Driver_4095,Chennai,18,1952.01,108.45,102.0,0.18
D1761,Driver_1761,Mumbai,35,1775.4,50.73,252.0,0.14
D4113,Driver_4113,Delhi,11,809.8,73.62,66.0,0.17
D4098,Driver_4098,Bangalore,6,726.11,121.02,60.0,0.1
D1307,Driver_1307,Delhi,22,1439.0,65.41,165.0,0.13
D2422,Driver_2422,Chennai,12,1130.22,94.19,108.0,0.11
D2257,Driver_2257,Hyderabad,18,1344.82,74.71,189.0,0.1
D1673,Driver_1673,Mumbai,20,1775.04,88.75,90.0,0.22
D2773,Driver_2773,Delhi,48,1686.8,35.14,360.0,0.13
D4059,Driver_4059,Chennai,64,5064.32,79.13,528.0,0.12
D3234,Driver_3234,Delhi,35,1888.5,53.96,287.0,0.12
D2908,Driver_2908,Hyderabad,11,1220.92,110.99,,
D4331,Driver_4331,Delhi,22,704.6,32.03,187.0,0.12
D14,Driver_14,Delhi,13,498.9,38.38,117.0,0.11
D625,Driver_625,Bangalore,9,739.6,82.18,90.0,0.1
D2476,Driver_2476,Delhi,18,766.2,42.57,117.0,0.15
D39,Driver_39,Chennai,30,3571.2,119.04,270.0,0.11
D4508,Driver_4508,Hyderabad,96,5674.62,59.11,784.0,0.12
D3191,Driver_3191,Bangalore,10,1031.45,103.15,50.0,0.2
D180,Driver_180,Delhi,70,2029.0,28.99,616.0,0.11
D2383,Driver_2383,Delhi,33,2239.77,67.87,220.0,0.15
D2918,Driver_2918,Bangalore,32,4693.88,146.68,232.0,0.14
D1046,Driver_1046,Mumbai,128,8612.16,67.28,912.0,0.14
D4227,Driver_4227,Mumbai,60,6783.3,113.06,490.0,0.12
D911,Driver_911,Delhi,33,1709.7,51.81,242.0,0.14
D4760,Driver_4760,Hyderabad,30,2297.76,76.59,220.0,0.14
D1323,Driver_1323,Mumbai,10,718.92,71.89,50.0,0.2
D172,Driver_172,Chennai,27,3971.49,147.09,180.0,0.15
D2678,Driver_2678,Hyderabad,48,3046.6,63.47,456.0,0.11
D4920,Driver_4920,Bangalore,42,2704.62,64.4,294.0,0.14
D3892,Driver_3892,Delhi,27,1787.37,66.2,207.0,0.13
D2179,Driver_2179,Delhi,30,976.5,32.55,240.0,0.13
D2412,Driver_2412,Bangalore,18,2871.28,159.52,135.0,0.13
D2790,Driver_2790,Mumbai,16,1887.0,117.94,128.0,0.13
D1621,Driver_1621,Delhi,26,1164.2,44.78,143.0,0.18
D314,Driver_314,Chennai,45,5055.66,112.35,240.0,0.19
D991,Driver_991,Chennai,10,1297.44,129.74,80.0,0.13
D446,Driver_446,Bangalore,84,17061.84,203.12,546.0,0.15
D442,Driver_442,Chennai,10,1395.07,139.51,80.0,0.13
D4861,Driver_4861,Chennai,72,9851.58,136.83,516.0,0.14
D3113,Driver_3113,Chennai,50,7389.7,147.79,320.0,0.16
D2846,Driver_2846,Mumbai,7,629.55,89.94,,
D2042,Driver_2042,Hyderabad,22,1129.12,51.32,220.0,0.1
D3201,Driver_3201,Mumbai,20,1164.9,58.25,120.0,0.17
D550,Driver_550,Delhi,12,560.5,46.71,84.0,0.14
D484,Driver_484,Delhi,30,1619.6,53.99,195.0,0.15
D1912,Driver_1912,Delhi,60,4156.75,69.28,492.0,0.12
D1103,Driver_1103,Mumbai,33,2503.44,75.86,198.0,0.17
D3081,Driver_3081,Mumbai,20,1549.2,77.46,170.0,0.12
D4079,Driver_4079,Hyderabad,24,1619.22,67.47,240.0,0.1
D1104,Driver_1104,Chennai,16,1841.32,115.08,128.0,0.13
D1227,Driver_1227,Hyderabad,36,1881.64,52.27,270.0,0.13
D1155,Driver_1155,Chennai,55,7616.65,138.48,484.0,0.11
D1964,Driver_1964,Bangalore,6,1007.0,167.83,36.0,0.17
D1027,Driver_1027,Hyderabad,32,4577.96,143.06,232.0,0.14
D672,Driver_672,Chennai,24,1514.5,63.1,192.0,0.13
D3300,Driver_3300,Mumbai,78,6042.96,77.47,572.0,0.14
D2200,Driver_2200,Bangalore,51,7144.83,140.09,357.0,0.14
D2960,Driver_2960,Mumbai,44,3893.4,88.49,308.0,0.14
D1851,Driver_1851,Bangalore,44,6491.2,147.53,396.0,0.11
D806,Driver_806,Chennai,33,4111.86,124.6,242.0,0.14
D1594,Driver_1594,Mumbai,45,2930.4,65.12,324.0,0.14
D3209,Driver_3209,Bangalore,10,1622.0,162.2,80.0,0.13
D4746,Driver_4746,Delhi,35,3168.0,90.51,189.0,0.19
D1229,Driver_1229,Delhi,36,2544.88,70.69,180.0,0.2
D1169,Driver_1169,Chennai,16,1659.04,103.69,152.0,0.11
D2101,Driver_2101,Chennai,44,5946.76,135.15,396.0,0.11
D4191,Driver_4191,Hyderabad,21,1574.73,74.99,182.0,0.12
D1463,Driver_1463,Hyderabad,65,2948.0,45.35,481.0,0.14
D328,Driver_328,Bangalore,30,4255.38,141.85,170.0,0.18
D1743,Driver_1743,Delhi,14,927.68,66.26,84.0,0.17
D636,Driver_636,Chennai,36,5151.36,143.09,360.0,0.1
D44,Driver_44,Chennai,27,3227.28,119.53,144.0,0.19
D2000,Driver_2000,Mumbai,27,2645.55,97.98,153.0,0.18
D2064,Driver_2064,Bangalore,8,946.14,118.27,64.0,0.13
D3740,Driver_3740,Bangalore,33,4807.71,145.69,231.0,0.14
D3148,Driver_3148,Hyderabad,33,1995.78,60.48,253.0,0.13
D690,Driver_690,Mumbai,11,1007.4,91.58,99.0,0.11
D3648,Driver_3648,Chennai,30,3727.62,124.25,240.0,0.13
D3852,Driver_3852,Delhi,52,2418.0,46.5,416.0,0.13
D2015,Driver_2015,Delhi,18,829.8,46.1,117.0,0.15
D3291,Driver_3291,Mumbai,72,6009.84,83.47,444.0,0.16
D2007,Driver_2007,Hyderabad,84,9911.04,117.99,532.0,0.16
D4296,Driver_4296,Hyderabad,20,900.2,45.01,90.0,0.22
D1780,Driver_1780,Chennai,48,6838.88,142.48,288.0,0.17
D4795,Driver_4795,Mumbai,60,4525.2,75.42,440.0,0.14
D4737,Driver_4737,Bangalore,50,7190.15,143.8,320.0,0.16
D3476,Driver_3476,Bangalore,9,974.57,108.29,99.0,0.09
D2111,Driver_2111,Mumbai,14,1555.8,111.13,70.0,0.2
D4233,Driver_4233,Bangalore,13,1407.2,108.25,,
D84,Driver_84,Chennai,28,3502.52,125.09,217.0,0.13
D1051,Driver_1051,Bangalore,36,5172.72,143.69,384.0,0.09
D2084,Driver_2084,Chennai,24,3421.3,142.55,252.0,0.1
D3082,Driver_3082,Chennai,8,722.28,90.29,,
D3645,Driver_3645,Bangalore,60,5865.7,97.76,504.0,0.12
D3614,Driver_3614,Chennai,91,11497.5,126.35,793.0,0.11
D3769,Driver_3769,Hyderabad,96,6479.68,67.5,672.0,0.14
D185,Driver_185,Mumbai,78,5017.5,64.33,520.0,0.15
D2231,Driver_2231,Mumbai,27,1709.28,63.31,180.0,0.15
D3780,Driver_3780,Hyderabad,48,4372.08,91.09,384.0,0.13
D1532,Driver_1532,Bangalore,33,4854.96,147.12,264.0,0.13
D3507,Driver_3507,Delhi,6,408.5,68.08,48.0,0.13
D4222,Driver_4222,Mumbai,21,1579.5,75.21,154.0,0.14
D557,Driver_557,Mumbai,35,2999.85,85.71,255.0,0.14
D1120,Driver_1120,Delhi,30,1550.7,51.69,230.0,0.13
D2088,Driver_2088,Chennai,48,4626.44,96.38,324.0,0.15
D4151,Driver_4151,Mumbai,36,2154.6,59.85,276.0,0.13
D3763,Driver_3763,Bangalore,28,3861.6,137.91,189.0,0.15
D4891,Driver_4891,Delhi,22,1436.0,65.27,176.0,0.13
D4089,Driver_4089,Chennai,70,5738.46,81.98,520.0,0.13
D2554,Driver_2554,Mumbai,96,7437.6,77.48,720.0,0.13
D711,Driver_711,Bangalore,12,1606.67,133.89,,
D3214,Driver_3214,Mumbai,98,5818.68,59.37,826.0,0.12
D3398,Driver_3398,Bangalore,18,2849.19,158.29,108.0,0.17
D83,Driver_83,Chennai,65,10395.85,159.94,507.0,0.13
D1341,Driver_1341,Hyderabad,12,0.0,0.0,84.0,0.14
D682,Driver_682,Mumbai,10,801.36,80.14,100.0,0.1
D2367,Driver_2367,Bangalore,20,2851.6,142.58,90.0,0.22
D475,Driver_475,Hyderabad,24,1419.33,59.14,208.0,0.12
D4280,Driver_4280,Chennai,14,1612.8,115.2,154.0,0.09
D3483,Driver_3483,Delhi,40,3253.2,81.33,340.0,0.12
D3233,Driver_3233,Hyderabad,10,821.88,82.19,90.0,0.11
D1086,Driver_1086,Chennai,49,5952.17,121.47,336.0,0.15
D1275,Driver_1275,Bangalore,14,1986.4,141.89,91.0,0.15
D1016,Driver_1016,Mumbai,80,8161.5,102.02,704.0,0.11
D1693,Driver_1693,Bangalore,28,3813.67,136.2,252.0,0.11
D697,Driver_697,Hyderabad,20,1967.08,98.35,200.0,0.1
D138,Driver_138,Mumbai,12,990.6,82.55,84.0,0.14
D4929,Driver_4929,Chennai,51,7060.08,138.43,357.0,0.14
D3901,Driver_3901,Mumbai,7,284.88,40.7,49.0,0.14
D4611,Driver_4611,Delhi,51,3914.7,76.76,510.0,0.1
D3434,Driver_3434,Mumbai,32,2073.6,64.8,192.0,0.17
D2110,Driver_2110,Hyderabad,36,2710.05,75.28,240.0,0.15
D4609,Driver_4609,Bangalore,16,1937.8,121.11,144.0,0.11
D1947,Driver_1947,Chennai,15,1488.0,99.2,117.0,0.13
D3803,Driver_3803,Chennai,24,2831.58,117.98,108.0,0.22
D2351,Driver_2351,Chennai,52,5481.6,105.42,455.0,0.11
D855,Driver_855,Delhi,36,2751.6,76.43,228.0,0.16
D4379,Driver_4379,Mumbai,13,777.6,59.82,,
D2626,Driver_2626,Hyderabad,18,1584.58,88.03,126.0,0.14
D3971,Driver_3971,Mumbai,84,4748.52,56.53,684.0,0.12
D4863,Driver_4863,Mumbai,39,3600.0,92.31,325.0,0.12
D2899,Driver_2899,Mumbai,16,744.96,46.56,96.0,0.17
D2538,Driver_2538,Hyderabad,14,1066.62,76.19,119.0,0.12
D1998,Driver_1998,Mumbai,80,4824.6,60.31,608.0,0.13
D2465,Driver_2465,Mumbai,39,1954.08,50.1,299.0,0.13
D1320,Driver_1320,Mumbai,39,2621.25,67.21,260.0,0.15
D3940,Driver_3940,Chennai,72,8799.72,122.22,522.0,0.14
D3904,Driver_3904,Hyderabad,11,1005.33,91.39,,
D3097,Driver_3097,Mumbai,60,2818.8,46.98,340.0,0.18
D3101,Driver_3101,Chennai,20,2405.04,120.25,135.0,0.15
D847,Driver_847,Delhi,48,1730.56,36.05,360.0,0.13
D4393,Driver_4393,Chennai,16,1530.02,95.63,120.0,0.13
D3181,Driver_3181,Mumbai,22,1203.0,54.68,176.0,0.13
D4773,Driver_4773,Bangalore,60,7952.56,132.54,495.0,0.12
D3390,Driver_3390,Mumbai,9,629.04,69.89,99.0,0.09
D1296,Driver_1296,Hyderabad,22,1107.78,50.35,242.0,0.09
D302,Driver_302,Delhi,9,424.0,47.11,63.0,0.14
D3119,Driver_3119,Mumbai,33,2970.0,90.0,176.0,0.19
D4874,Driver_4874,Bangalore,8,1332.4,166.55,,
D2822,Driver_2822,Mumbai,28,1823.04,65.11,182.0,0.15
D4525,Driver_4525,Delhi,28,891.6,31.84,224.0,0.13
D725,Driver_725,Hyderabad,40,4119.76,102.99,300.0,0.13
D4854,Driver_4854,Hyderabad,35,4604.55,131.56,245.0,0.14
D3019,Driver_3019,Bangalore,27,3558.0,131.78,198.0,0.14
D339,Driver_339,Mumbai,27,2604.6,96.47,135.0,0.2
D4566,Driver_4566,Hyderabad,30,2932.08,97.74,220.0,0.14
D2574,Driver_2574,Mumbai,32,1413.6,44.18,288.0,0.11
D121,Driver_121,Mumbai,32,1672.32,52.26,280.0,0.11
D477,Driver_477,Bangalore,30,4063.98,135.47,240.0,0.13
D1542,Driver_1542,Hyderabad,7,461.1,65.87,70.0,0.1
D1809,Driver_1809,Delhi,44,3321.76,75.49,275.0,0.16
D1620,Driver_1620,Bangalore,20,2428.94,121.45,160.0,0.13
D1642,Driver_1642,Mumbai,12,902.52,75.21,104.0,0.12
D747,Driver_747,Chennai,40,4848.56,121.21,260.0,0.15
D467,Driver_467,Delhi,12,691.08,57.59,84.0,0.14
D3748,Driver_3748,Delhi,91,5016.9,55.13,845.0,0.11
D1233,Driver_1233,Hyderabad,13,857.19,65.94,78.0,0.17
D3031,Driver_3031,Mumbai,36,2723.76,75.66,252.0,0.14
D3794,Driver_3794,Chennai,24,2432.08,101.34,156.0,0.15
D2762,Driver_2762,Delhi,40,2143.6,53.59,250.0,0.16
D1555,Driver_1555,Hyderabad,9,1232.79,136.98,81.0,0.11
D985,Driver_985,Chennai,32,2181.14,68.16,288.0,0.11
D4767,Driver_4767,Bangalore,66,7860.54,119.1,495.0,0.13
D4641,Driver_4641,Hyderabad,36,3571.96,99.22,234.0,0.15
D1583,Driver_1583,Delhi,9,449.5,49.94,54.0,0.17
D2528,Driver_2528,Hyderabad,27,1411.35,52.27,270.0,0.1
D4326,Driver_4326,Chennai,40,4357.6,108.94,270.0,0.15
D347,Driver_347,Bangalore,22,3205.14,145.69,165.0,0.13
D2532,Driver_2532,Chennai,36,2750.28,76.4,207.0,0.17
D4933,Driver_4933,Chennai,21,2792.55,132.98,196.0,0.11
D1754,Driver_1754,Hyderabad,35,1794.55,51.27,315.0,0.11
D35,Driver_35,Bangalore,40,7028.92,175.72,290.0,0.14
D330,Driver_330,Bangalore,8,952.0,119.0,62.0,0.13
D293,Driver_293,Delhi,44,2951.2,67.07,352.0,0.13
D4736,Driver_4736,Bangalore,36,5555.25,154.31,264.0,0.14
D2780,Driver_2780,Bangalore,18,2580.99,143.39,126.0,0.14
D1543,Driver_1543,Chennai,10,546.52,54.65,65.0,0.15
D4674,Driver_4674,Chennai,65,6952.85,106.97,546.0,0.12
D4909,Driver_4909,Bangalore,33,3233.13,97.97,264.0,0.13
D3438,Driver_3438,Delhi,7,498.94,71.28,42.0,0.17
D705,Driver_705,Hyderabad,22,2554.3,116.1,143.0,0.15
D748,Driver_748,Mumbai,8,589.8,73.73,88.0,0.09
D723,Driver_723,Delhi,33,1443.3,43.74,264.0,0.13
D3857,Driver_3857,Bangalore,60,6675.45,111.26,504.0,0.12
D3608,Driver_3608,Bangalore,11,1223.05,111.19,,
D1773,Driver_1773,Bangalore,20,3229.0,161.45,180.0,0.11
D3061,Driver_3061,Chennai,70,9993.4,142.76,672.0,0.1
D2917,Driver_2917,Delhi,30,1880.4,62.68,280.0,0.11
D3486,Driver_3486,Delhi,39,2224.2,57.03,325.0,0.12
D1024,Driver_1024,Chennai,14,1878.08,134.15,105.0,0.13
D2696,Driver_2696,Chennai,40,4455.68,111.39,300.0,0.13
D3386,Driver_3386,Delhi,28,1437.6,51.34,182.0,0.15
D3959,Driver_3959,Mumbai,44,3751.2,85.25,363.0,0.12
D2622,Driver_2622,Mumbai,21,1815.75,86.46,168.0,0.13
D4464,Driver_4464,Delhi,45,2143.5,47.63,315.0,0.14
D1128,Driver_1128,Chennai,72,7442.16,103.36,492.0,0.15
D3767,Driver_3767,Delhi,44,3258.84,74.06,319.0,0.14
D2177,Driver_2177,Delhi,32,2176.2,68.01,208.0,0.15
D3627,Driver_3627,Delhi,8,458.0,57.25,40.0,0.2
D3450,Driver_3450,Chennai,40,5451.05,136.28,216.0,0.19
D4121,Driver_4121,Delhi,14,656.2,46.87,,
D2593,Driver_2593,Chennai,15,1662.72,110.85,105.0,0.14
D2660,Driver_2660,Bangalore,22,2867.86,130.36,143.0,0.15
D4037,Driver_4037,Chennai,30,4542.3,151.41,150.0,0.2
D1960,Driver_1960,Chennai,42,5683.89,135.33,168.0,0.25
D1280,Driver_1280,Bangalore,24,4062.78,169.28,184.0,0.13
D1553,Driver_1553,Hyderabad,33,2275.92,68.97,231.0,0.14
D1568,Driver_1568,Hyderabad,32,3188.32,99.64,232.0,0.14
D767,Driver_767,Mumbai,21,1010.52,48.12,140.0,0.15
D1333,Driver_1333,Mumbai,40,1685.76,42.14,380.0,0.11
D3072,Driver_3072,Bangalore,52,7096.92,136.48,351.0,0.15
D4960,Driver_4960,Mumbai,40,3485.28,87.13,350.0,0.11
D4256,Driver_4256,Mumbai,13,846.84,65.14,,
D2879,Driver_2879,Bangalore,20,2265.06,113.25,190.0,0.11
D901,Driver_901,Delhi,20,1101.6,55.08,125.0,0.16
D1396,Driver_1396,Chennai,40,4392.16,109.8,280.0,0.14
D704,Driver_704,Mumbai,40,2760.3,69.01,300.0,0.13
D4769,Driver_4769,Hyderabad,30,1613.25,53.78,190.0,0.16
D1956,Driver_1956,Mumbai,20,221.52,11.08,180.0,0.11
D1554,Driver_1554,Mumbai,18,1000.08,55.56,138.0,0.13
D3037,Driver_3037,Chennai,48,4432.0,92.33,408.0,0.12
D433,Driver_433,Hyderabad,44,3374.48,76.69,341.0,0.13
D2239,Driver_2239,Hyderabad,55,3596.1,65.38,363.0,0.15
D2172,Driver_2172,Chennai,33,4721.58,143.08,264.0,0.13
D2957,Driver_2957,Bangalore,20,1978.52,98.93,190.0,0.11
D2625,Driver_2625,Delhi,14,775.58,55.4,133.0,0.11
D2929,Driver_2929,Bangalore,18,2169.18,120.51,144.0,0.13
D2512,Driver_2512,Chennai,9,952.63,105.85,,
D3704,Driver_3704,Bangalore,9,1188.82,132.09,72.0,0.13
D1687,Driver_1687,Hyderabad,14,1052.28,75.16,126.0,0.11
D1654,Driver_1654,Delhi,9,599.6,66.62,81.0,0.11
D661,Driver_661,Delhi,6,341.8,56.97,,
D3455,Driver_3455,Hyderabad,12,1306.88,108.91,108.0,0.11
D2508,Driver_2508,Hyderabad,78,6099.6,78.2,572.0,0.14
D103,Driver_103,Hyderabad,20,1388.72,69.44,140.0,0.14
D3891,Driver_3891,Bangalore,40,6009.88,150.25,240.0,0.17
D734,Driver_734,Bangalore,22,2981.12,135.51,121.0,0.18
D699,Driver_699,Chennai,7,1204.88,172.13,35.0,0.2
D270,Driver_270,Delhi,14,691.6,49.4,56.0,0.25
D1634,Driver_1634,Chennai,10,1197.54,119.75,85.0,0.12
D4356,Driver_4356,Mumbai,24,2867.76,119.49,168.0,0.14
D4035,Driver_4035,Bangalore,40,4094.0,102.35,376.0,0.11
D1609,Driver_1609,Delhi,60,3861.6,64.36,340.0,0.18
D2911,Driver_2911,Chennai,40,4476.0,111.9,300.0,0.13
D1716,Driver_1716,Bangalore,44,6798.68,154.52,330.0,0.13
D4052,Driver_4052,Bangalore,14,1504.65,107.48,154.0,0.09
